,Avg systolic BP,Avg diastolic BP,Avg estimated MAP ,Weight at pw26 ,Height at pw26,Midarm circumference at pw26,Triceps skinfold at pw26,Biceps skinfold at pw26,Subscapular skinfold at pw26,Suprailiac skinfold at pw26,Avg antenatal weight 1st tri ,Avg antenatal weight 2nd tri,Avg antenatal weight 3rd tri ,Last antenatal weight,Sodium  ,Magnesium   ,Phosphorus ,Potassium,Calcium ,Iron ,Ferritin ,Copper,Zinc ,Selenium ,Transferrin receptor ,Myristic,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,cis-Vaccenic acid ,Linoleic acid,Linolenic acid (n-6) ,Linolenic acid (n-3)  ,Arachidic acid ,Gondoic acid ,Eicosadienoic acid  ,DGLA ,Arachidonic ,Behenic acid,ETA ,EPA ,Adrenic acid ,DPA ,DHA,Total FA ,Total n-3,Total n-6 ,SFA ,MUFA ,PUFA ,Triglycerides,Total cholesterol,HDL-cholesterol ,LDL-cholesterol,Flavin mononucleotide,Riboflavin ,N1-methylnicotinamide  ,Nicotinamide,Trigonelline ,Pyridoxal,Pyridoxal 5-phosphate ,Pyridoxic acid,Folate,Vitamin B12,Vitamin D3,Arginine,Asymmetric dimethylarginine ,Creatine,Creatinine ,Homoarginine,Symmetric dimethylarginine,Trimethyllysine ,Cystathionine ,Total Homocysteine ,Total cysteine ,1-Methylhistidine ,3-Methylhistidine ,Histidine ,Methionine ,Methionine sulfoxide ,3-Hydroxyanthranilic acid ,3-Hydroxykynurenine ,Anthranilic acid ,Kynurenic acid ,Kynurenine ,Quinolinic acid ,Tryptophan ,Xanthurenic acid ,Betaine ,Choline ,Dimethylglycine ,Trimethylamineoxide,Fasting glucose,2-hour glucose,Adiponectin,PAI-1,Resistin,MCP-1,FSH,GH,LH,TSH,IGF-I,IGF-II,IGFBP-1,IGFBP-3,IGFBP-7,C-peptide,Leptin,TNF-a,IGFBP-4,Insulin,Aspartate transaminase,C-reactive protein,Alanine transaminase ,Uric acid,Neopterin ,PFBA,PFNA,PFDA,PFUnDA,PFHxS,PFOA,PFBS,PFOS,PSI 1st tri,PSI 2nd tri,PSI 3rd tri ,PSI pregnancy ,PM2.5 1st tri ,PM2.5 2nd tri,PM2.5 3rd tri,PM2.5 pregnancy 
SFA ,0.0649927,0.0309968,0.0503013,0.0291775,-0.0156828,0.0081715,0.1002324,0.1077949,0.1054679,0.0433545,0.0170633,0.0227723,0.0448598,0.0436729,-0.25229,-0.1779683,0.1013791,-0.0530729,-0.0450816,-0.0321859,0.0019393,-0.0575336,0.045515,0.0080235,-0.0700977,0.7064635,0.9921161,0.690678,0.9243411,0.8804987,0.8297201,0.8865749,0.6142338,0.6063907,0.3941672,0.6385358,0.794651,0.7483326,0.8375475,0.3452852,0.479375,0.4649572,0.3178018,0.7102248,0.7504853,0.9862422,0.7699015,0.9271221,1,0.886511,0.9372906,0.1711933,0.1929739,0.0871277,0.1372246,0.0113379,-0.0398391,0.0901141,-0.0073451,-0.0740208,0.0215784,0.0644746,0.0216718,-0.0781009,-0.0017864,0.0319236,0.0383994,0.0382535,0.0728344,0.0370342,-0.0063834,0.014676,0.0478186,-0.0288685,0.0177785,-0.0449194,0.0612272,0.1127933,0.0569252,0.0955516,0.0224571,-0.0707076,-0.1204374,0.0310669,0.0277947,-0.0473145,-0.0363159,0.063865,0.0337661,-0.0447678,0.0801381,0.0329304,0.0191458,0.0535895,0.0008412,-0.0576237,-0.0218821,0.0410031,0.1043693,-0.0540268,-0.0253178,-0.0473636,0.0321495,-0.031279,-0.0139125,-0.0153551,-0.1148837,-0.0952919,-0.0165259,-0.0236813,0.0617406,0.0066544,0.0449814,-0.0352749,-0.0279024,-0.1132197,-0.0155783,0.0054317,0.1809534,-0.0336834,0.0176121,0.0302003,0.0761539,0.0335017,0.0262638,0.0611146,-0.2022031,0.2744271,-0.288408,-0.1728905,-0.1830171,0.1859104,-0.1725838,-0.0487141
MUFA ,0.0438801,0.0429341,0.0482031,0.0011572,-0.0288252,-0.0071723,0.0670053,0.0545685,0.0640136,0.0487443,-0.0184567,-0.005804,0.0163797,0.012305,-0.2290587,-0.142429,0.1655464,-0.0784839,-0.0309029,-0.0295492,-0.0321601,-0.0364968,0.0884423,0.0643038,-0.0496612,0.7227038,0.8694556,0.8126172,0.8522811,0.9956235,0.88824,0.7924463,0.482197,0.5198198,0.4714707,0.6877132,0.8046373,0.7333165,0.7230608,0.2749505,0.5077647,0.4277125,0.184759,0.6967351,0.6424369,0.9056847,0.6731625,0.8315419,0.886511,1,0.8374064,0.2243408,0.2401134,0.1237567,0.1632944,0.0363583,-0.056828,0.0220521,-0.0088459,-0.1393926,-0.000782,0.0251596,-0.0277995,-0.1363466,-0.0170482,-0.0303138,0.0491411,0.0162495,0.104998,0.0467381,-0.0073074,0.0227891,0.0788303,0.0271127,0.0964213,0.0337092,0.0673278,0.1313421,0.0318564,0.0940632,-0.0141256,-0.0373798,-0.0764721,0.0855089,0.0182224,-0.0194416,-0.02375,0.0919185,0.0125453,-0.0749145,0.0599044,0.0277652,0.0175786,0.0167696,-0.0208696,0.0032782,0.0322027,0.0283992,0.0471767,0.006411,0.0001323,-0.0376792,0.0373417,-0.0082664,-0.0468399,0.0432329,-0.0276928,-0.0388005,-0.0747882,-0.0464413,0.0307491,0.0489008,-0.0100567,-0.031143,-0.058127,-0.1297158,0.0208062,-0.0068039,0.1354628,0.0267563,0.1115252,0.1120017,0.0578973,0.0238518,-0.0037953,0.1641858,-0.2273053,0.2512641,-0.2508087,-0.1779041,-0.118207,0.2350435,-0.1304223,0.0140473
PUFA ,0.063191,-0.0155544,0.0175738,0.0542713,0.007535,0.0050885,0.116451,0.110576,0.1184041,-0.0075058,0.0459079,0.0450396,0.0708708,0.0678217,-0.29352,-0.2052374,0.0462745,-0.0261081,-0.084566,-0.0209559,-0.002285,-0.0563215,0.03225,-0.0369168,-0.0469852,0.6468057,0.9274461,0.6417928,0.8776992,0.8283043,0.8101512,0.9470258,0.6582297,0.6267497,0.360049,0.6242192,0.8004267,0.7793323,0.8731444,0.3776157,0.4734037,0.4663663,0.4008461,0.7158995,0.8091684,0.9764479,0.8196634,0.9879648,0.9372906,0.8374064,1,0.1422414,0.1915592,0.0939959,0.1355186,-0.0182564,-0.0539277,0.0803294,-0.008631,-0.0691891,0.0189543,0.0557654,0.0204872,-0.0860843,0.0032908,0.033951,0.0351571,0.0347826,0.0698207,0.0629168,-0.0054176,0.0264168,0.0418277,-0.0409088,0.0246657,-0.0589177,0.0748124,0.1026185,0.0660922,0.1016797,0.0305539,-0.0593233,-0.1123095,0.0203893,0.0404774,-0.0525414,-0.0352944,0.0480464,0.0406902,-0.0230411,0.1035876,0.0703304,-0.0247245,0.0602561,-0.0166401,-0.0814171,-0.0174827,0.0462738,0.1584138,-0.1113327,-0.0428594,-0.0646586,-0.0190037,-0.0392377,-0.0164327,-0.0139991,-0.1730361,-0.1427938,-0.0221005,-0.0400757,0.072422,-0.024895,0.0363295,-0.0260933,0.0108884,-0.1332032,-0.001167,0.0164622,0.2081663,-0.0565943,-0.0163312,-0.0110463,0.0524312,0.0630798,0.0568141,0.0149451,-0.1858869,0.2911294,-0.3373107,-0.2069523,-0.2301599,0.1702014,-0.224112,-0.0961777
Triglycerides,0.0996804,0.1005919,0.1133037,0.0716005,-0.033649,0.1095058,0.1654972,0.1377462,0.14711,0.0792044,0.0483333,0.0739326,0.070462,0.0654649,0.0237967,0.0026323,0.3514656,0.0266523,0.1211172,0.023367,0.0277048,0.0407152,0.0504248,0.1297756,-0.0068659,0.1850735,0.1779761,0.3761968,0.1456667,0.2204306,0.1445757,0.1308637,0.0542229,0.0636998,-0.0078371,0.008393,0.1568266,0.2493946,0.1041313,0.1012821,0.1178456,-0.0133451,0.0582649,0.0907473,0.1110754,0.1722903,0.0811617,0.1460938,0.1711933,0.2243408,0.1422414,1,0.2399963,-0.0844945,0.0291846,-0.0801525,-0.0111621,0.1031767,0.1428665,-0.0654516,0.0511684,0.0805193,0.0230304,0.0225716,-0.1800637,-0.0397987,-0.1136232,-0.0461343,0.1512096,-0.1238997,-0.0818093,0.0109635,-0.1187046,-0.0493313,0.0622704,0.0367592,-0.0493774,-0.0803382,-0.1176247,-0.0771055,-0.0941862,0.1540875,-0.0447776,-0.0321661,-0.1306417,0.0258856,0.0679389,0.0457407,-0.0442749,-0.1997491,0.0669999,-0.1327569,-0.0000996,0.0249534,0.1713645,-0.2396598,0.0184265,-0.0836737,-0.0328707,-0.0157964,-0.1513079,-0.0015903,0.0362344,0.0960184,-0.0200716,-0.1125959,-0.0643985,-0.0701825,0.1565477,-0.0074189,-0.0675342,-0.102373,0.1288997,-0.058688,0.0390264,-0.1033926,0.1730484,0.0256514,-0.0510772,0.0026223,0.0266943,0.0197428,-0.0281403,0.0285995,0.0060045,0.0453441,0.0555906,-0.0744873,0.0668434,0.0622638,0.0282174,-0.049707,0.0484324,-0.0014669
Total cholesterol,-0.0091104,-0.0390492,-0.0268341,-0.1568995,0.0166898,-0.1903176,-0.0768597,-0.0847197,-0.079398,-0.0113687,-0.1895573,-0.1765027,-0.1577633,-0.1485162,-0.0836315,0.0267782,0.5413014,-0.0486129,-0.0170554,-0.0021219,-0.058902,0.0505005,-0.0131147,0.1464713,0.0463394,0.1781133,0.1892065,0.1808885,0.199562,0.2380887,0.2193412,0.1702904,0.0639571,0.1703711,0.048687,0.1966831,0.2223881,0.1651838,0.1375235,0.0842196,0.1934732,0.1301311,0.1611427,0.2163746,0.1952476,0.2075966,0.1996704,0.1785184,0.1929739,0.2401134,0.1915592,0.2399963,1,0.4884003,0.9052438,0.0296826,-0.1001837,0.0617308,0.0249872,-0.026637,0.0589354,0.0156683,-0.0135372,0.01191,0.0345014,-0.0719458,0.0827229,-0.1232734,0.0069723,0.1052272,0.0291144,0.0170864,-0.024124,0.0965987,0.1673787,0.1063443,-0.0691439,-0.0124874,0.098269,0.0639357,-0.0472143,0.0402151,0.0605203,0.0216559,-0.0697128,-0.126943,-0.0456524,-0.0017809,-0.0320393,0.0526678,0.0184182,-0.0043497,-0.0628444,-0.0901961,-0.0050172,0.202366,0.0310063,-0.0347204,-0.0050911,-0.0959253,-0.0349056,-0.009459,0.0237476,-0.0159095,0.0352194,0.1811612,-0.0524559,0.0102402,-0.2076978,-0.0948654,0.0556843,0.1390482,-0.2284298,0.0641078,-0.1180947,-0.0612529,-0.0207462,-0.1179419,-0.0045161,0.0854111,0.1542557,0.1960081,0.0095153,0.0115375,0.0573042,0.1218988,0.0080165,-0.0504832,0.0243995,-0.0056266,0.0033048,-0.0078219,0.0487422,0.0117724
HDL-cholesterol ,-0.0730714,-0.1128183,-0.1074517,-0.1627748,0.04655,-0.1946921,-0.0928542,-0.1924082,-0.0750536,-0.0348996,-0.2063046,-0.1753553,-0.1401144,-0.1297775,-0.0600084,0.1556523,0.4803694,-0.0367013,-0.0522981,0.0550279,0.0486369,-0.0460202,0.0862882,0.255362,-0.0133225,0.1343463,0.0828665,0.1195895,0.0912812,0.1159575,0.1140519,0.0756286,-0.0184593,0.0970552,-0.0262607,0.1275465,0.1050898,0.0327655,0.0610689,0.019588,0.2403399,0.2385586,0.0409467,0.2139332,0.1027248,0.1003074,0.1380349,0.0761514,0.0871277,0.1237567,0.0939959,-0.0844945,0.4884003,1,0.2134188,0.0384401,-0.0346005,0.0367352,-0.0104902,0.0124909,0.084239,0.0752856,0.0526065,0.0676963,0.1407655,0.1459979,0.1105499,-0.1223843,0.0780068,0.140673,0.1582292,-0.0285855,0.1044266,0.0963774,0.0235157,0.0497942,0.0742212,0.1302875,0.0964092,0.0540096,-0.0852176,0.0307895,-0.100077,0.1181487,0.0247096,-0.1370006,-0.0555284,0.1212046,0.1597898,0.1648011,0.0775244,-0.0302426,0.083518,-0.0919008,-0.0826715,0.2329386,-0.0400116,-0.0213373,-0.1196877,-0.0530452,0.106665,-0.0401577,-0.0122711,-0.0481934,0.0646944,0.2105975,0.0211457,0.0563411,-0.1677686,-0.0387486,-0.0562364,0.1535135,-0.1714073,0.0989266,-0.0806624,0.0647271,-0.0645418,-0.2013596,-0.0665238,0.1553974,0.2532961,0.2856394,0.1067362,0.0473044,-0.0784969,0.2011261,0.0353406,-0.0422306,0.0370807,-0.0079323,-0.0197948,-0.0407332,-0.0325645,-0.0408305
LDL-cholesterol,-0.0055812,-0.0287196,-0.0191706,-0.1444243,0.0039591,-0.1780816,-0.120513,-0.0745704,-0.1179172,-0.029219,-0.1593333,-0.1628832,-0.1610744,-0.1481065,-0.0919766,-0.047324,0.339538,-0.0540721,-0.0251666,-0.0319845,-0.0967018,0.0629785,-0.0540274,0.0353409,0.0651434,0.0898425,0.1338085,0.0511319,0.1470443,0.1645406,0.1706996,0.1295122,0.0443063,0.1294,0.0690262,0.1723094,0.1707953,0.0911542,0.0927367,0.0392421,0.0835203,0.056197,0.1411099,0.1395666,0.1399184,0.1462976,0.1406949,0.1285238,0.1372246,0.1632944,0.1355186,0.0291846,0.9052438,0.2134188,1,0.0554808,-0.1116926,0.0226101,-0.0126194,-0.0209398,0.0228968,-0.0276637,-0.0393232,-0.0173653,0.0479643,-0.1352814,0.1053814,-0.0782993,-0.0814565,0.1062667,-0.0112903,0.022599,-0.044769,0.1147091,0.1858945,0.095333,-0.1079331,-0.04467,0.1355019,0.1072451,0.0164822,-0.0147295,0.1186412,-0.0102087,-0.0557043,-0.1111983,-0.0634925,-0.0545172,-0.0849786,0.0684617,-0.0196808,0.0543331,-0.1147389,-0.0807786,-0.0279707,0.2423829,0.0789603,-0.0063368,0.047748,-0.0921213,-0.0273402,0.0197412,0.0167112,-0.0176425,0.0268755,0.1550523,-0.0405755,0.0090386,-0.2374137,-0.0902785,0.1054268,0.1120778,-0.247314,0.0685302,-0.1300749,-0.0624765,-0.0423748,-0.0919689,0.0373135,0.04258,0.0780253,0.121929,-0.0201874,-0.0093548,0.0950439,0.0564562,-0.0240511,-0.0326113,0.0033564,-0.0186793,-0.0052996,0.0083006,0.047998,0.0172486
Flavin mononucleotide,-0.0014028,0.0294001,0.0228731,-0.0276121,0.0252903,-0.0099507,-0.0319875,-0.0455562,-0.0121285,0.0714865,-0.0170332,-0.0244506,-0.028026,-0.0255735,0.0226103,-0.0212706,0.070938,-0.0446071,0.0775026,0.1060396,0.0646664,0.0055247,0.0465735,0.0574111,-0.0491685,0.0119287,0.0051087,-0.0013698,0.0459308,0.0374121,0.050581,-0.0052423,-0.0972523,-0.0705525,0.0328091,0.0520422,0.001808,-0.016295,-0.0147726,-0.1061383,-0.0038329,0.0204812,-0.1621568,0.0300968,-0.0323,0.0012163,-0.0259638,-0.0127982,0.0113379,0.0363583,-0.0182564,-0.0801525,0.0296826,0.0384401,0.0554808,1,0.6031748,0.0471814,0.0068125,-0.0533647,0.2526874,0.3044101,0.222599,0.0465017,0.0570261,0.1059093,0.162354,0.1023287,-0.0203593,0.0868704,0.1216299,0.0105935,0.0418017,-0.0711376,0.0593343,0.1516569,0.0450799,0.01786,0.1309682,0.1182332,0.0817179,0.047641,-0.0053417,0.1182586,0.1817773,-0.0002421,0.0191878,0.0653577,0.1069163,0.1028481,0.0053709,0.096729,-0.0126005,-0.0073322,-0.0017504,0.1113892,0.06077,0.0044586,-0.0400834,0.0345602,0.0300493,0.0243698,0.0776093,0.0154115,0.0550367,0.0416236,0.0738506,0.0950972,-0.1174303,0.0292494,0.0163858,0.0808312,-0.1324209,0.1308782,-0.0707479,0.1291172,0.1018434,-0.0179234,0.0546489,0.0357321,0.0103311,0.0652267,0.0403306,0.0227934,0.0599536,0.0759406,0.0054891,-0.0834913,0.0657511,0.0204596,0.1102661,0.0482523,0.0765688,0.1179155
Riboflavin ,0.0048706,-0.0463209,-0.0246213,-0.0210046,-0.0074978,-0.0104973,0.0280495,0.0238426,0.0262544,0.1255566,-0.0036826,-0.0085297,-0.0122419,-0.0074852,0.0513333,0.0417212,-0.0157972,-0.0386424,0.0661366,0.1379939,0.0992444,0.0228705,0.0329206,-0.0024675,-0.0906456,-0.034644,-0.0435164,-0.0465087,-0.0109735,-0.0610021,-0.0032694,-0.0700907,-0.0872846,-0.0519768,-0.0246655,-0.0366208,-0.0711299,-0.0359349,-0.0299856,-0.0830228,-0.0323168,0.0150637,-0.0731717,-0.022114,0.0160136,-0.0487826,0.0014325,-0.0659586,-0.0398391,-0.056828,-0.0539277,-0.0111621,-0.1001837,-0.0346005,-0.1116926,0.6031748,1,0.0709512,0.0277863,-0.0625951,0.3058472,0.257626,0.3208905,0.1370378,0.0761847,0.0872942,0.018202,0.1483442,0.103226,-0.0396719,0.0676799,0.0092789,-0.0205616,-0.1666701,0.0020181,0.0072931,0.0353365,-0.0073552,0.0205023,-0.0395105,0.0801513,0.0600885,-0.0203823,0.089149,0.1309331,0.0078181,0.0208295,-0.0291888,0.084231,0.042722,0.0398861,0.0345959,0.0455856,0.0403017,-0.0004079,-0.0151325,-0.0267505,-0.0117181,-0.0124598,0.0412234,0.0397361,0.064105,0.0336104,-0.088552,-0.0330876,0.0144295,0.0056483,-0.0541456,-0.0191966,0.0157712,0.0111831,0.0307411,0.0011055,0.1810246,-0.0188249,0.2124797,0.0807403,0.0035019,0.1125232,0.0274448,-0.0095531,0.0293511,0.0451433,0.059289,0.0857438,0.0173057,-0.0198953,-0.0411752,0.0215797,-0.027859,-0.015741,-0.0291605,-0.022784,-0.0209889
N1-methylnicotinamide  ,0.0092209,-0.0071115,-0.0034624,0.0464541,-0.012184,0.0915313,0.1061628,0.0663424,0.1298273,0.055045,0.0152335,0.0621618,0.0691712,0.0659424,-0.0005245,0.0387185,0.1100013,0.1019446,0.0082171,0.0640787,-0.0486823,-0.121735,0.1348331,0.1060855,0.0358741,0.0654295,0.0957271,0.0601583,0.0526683,0.0201883,0.0130951,0.0660857,0.086821,0.1119169,-0.0467641,0.0160286,0.059414,0.027599,0.0604196,0.0601083,0.1190396,0.1816952,0.0911598,0.1393177,0.1377411,0.0773162,0.1653648,0.0554873,0.0901141,0.0220521,0.0803294,0.1031767,0.0617308,0.0367352,0.0226101,0.0471814,0.0709512,1,0.4474624,-0.0001028,0.142332,0.1420904,0.1165751,0.1768817,-0.0353854,0.0894357,0.1043035,0.0923916,0.248478,0.1332331,0.1299749,0.010724,0.0448151,0.0913964,0.0388932,-0.0402494,0.155749,0.1092942,0.2213917,0.1461173,0.0019239,0.2978616,0.0057699,-0.0242984,0.367267,0.0939791,0.3095147,0.0866996,0.4336553,-0.0431698,0.279388,0.0612957,-0.0047829,0.0026437,0.1433981,-0.1055274,-0.0001152,-0.0234607,-0.0936587,-0.0075928,-0.080618,0.0134153,0.0105256,0.0954396,0.1362474,-0.1286546,-0.06434,-0.0017981,0.1299164,0.0028211,-0.0612617,-0.0727491,0.0981616,0.0739537,-0.0743289,0.0317798,0.1015306,0.0277082,-0.1051635,0.0413268,0.0776623,0.0977567,0.0766535,-0.0606585,-0.0833232,0.0710574,0.0123887,0.0422358,-0.0548053,-0.0033775,-0.003009,0.0091892,-0.027031,-0.0025849
Nicotinamide,-0.0359201,0.0559764,0.0155919,-0.0051146,-0.0251272,0.0116753,-0.0030967,-0.0620558,-0.0803213,0.0137753,-0.0397015,-0.0030448,-0.0034229,-0.0096854,0.0829095,0.1198407,0.1682374,0.0246708,0.1689589,0.0159895,-0.1220037,-0.0052363,0.140705,0.1392488,0.0773588,0.0343121,-0.0075256,0.0358163,-0.0162973,-0.0143636,-0.0026089,-0.0170604,-0.0604019,0.0179366,0.0638588,0.0354531,0.02393,0.0275555,-0.0205655,0.0600548,0.0530812,0.1104328,-0.0334866,0.0390036,-0.0250246,-0.0063471,0.008534,-0.0168912,-0.0073451,-0.0088459,-0.008631,0.1428665,0.0249872,-0.0104902,-0.0126194,0.0068125,0.0277863,0.4474624,1,0.0006991,-0.0032744,0.0114182,-0.0431251,0.1592495,-0.1096521,-0.0742893,0.044712,-0.0156138,0.2003957,-0.07195,0.0497794,-0.0254767,-0.0285914,0.0379108,0.023929,0.0197605,0.0045528,0.0281468,0.1246441,0.0524415,-0.020649,0.2231561,-0.0511534,-0.0056152,0.0845241,0.0205728,0.0603657,0.1517092,0.2361603,-0.1532941,0.0275769,0.0019366,0.0274764,0.0006813,0.1647826,-0.0585483,0.0047319,-0.123928,-0.0688186,0.0596159,0.0072728,0.0000345,0.0604328,0.036129,0.0782795,-0.0052159,-0.0208722,-0.0566121,-0.0376029,0.0009539,-0.1355636,-0.0125646,-0.0157751,-0.0008382,-0.1208709,-0.072534,0.0837968,-0.02872,-0.0189149,0.0461088,0.0710579,0.0470244,0.0121426,0.0188359,0.0407004,0.0188617,-0.047012,0.0105395,-0.0106235,-0.0491632,0.0386182,0.0677646,0.0159273,0.0332339
Trigonelline ,0.0037446,-0.0207195,-0.0077445,0.031689,0.0080343,0.0544735,0.037762,-0.0003855,-0.0455217,-0.0172655,0.0634071,0.0325941,0.0250842,0.0330443,0.0154636,0.0239448,0.0141428,0.0399824,0.0128876,-0.1217618,-0.0702628,0.1489705,-0.0701426,-0.1256608,-0.0281862,0.0203545,-0.0807846,-0.102331,-0.0540383,-0.1359793,-0.1794912,-0.0919204,0.0131964,0.0440822,-0.0466426,-0.0663837,-0.077548,0.0231814,0.0087131,0.0354777,-0.0109407,-0.1205665,0.0136324,-0.1498462,-0.1413173,-0.0817536,-0.1248875,-0.0536823,-0.0740208,-0.1393926,-0.0691891,-0.0654516,-0.026637,0.0124909,-0.0209398,-0.0533647,-0.0625951,-0.0001028,0.0006991,1,-0.0028045,0.0023629,0.0320817,0.0231405,-0.0465982,0.024467,0.0786442,0.0376444,-0.2465132,0.1550328,-0.1418313,0.0160306,0.0887387,-0.0054305,0.1147824,-0.0441475,0.0093878,-0.1488884,0.101198,0.0085459,0.141844,0.0002034,0.1526642,-0.1829399,0.0255134,0.1507419,0.0866315,-0.0466113,0.0064838,0.0522746,0.0299508,0.0194858,0.0691016,0.1450986,0.0165362,-0.0175123,-0.0221658,0.0147726,0.0194576,-0.0797222,-0.019377,0.0177771,-0.0077274,-0.0837648,0.009747,0.139101,0.0435312,0.0691307,0.0612666,0.1379651,-0.0326326,0.1197985,0.0277473,0.072947,0.0887698,0.045397,-0.0433424,0.0976992,-0.1416794,-0.1747765,-0.1773149,-0.1495146,-0.0960781,-0.0797904,-0.0881647,-0.143385,0.0887499,-0.0215648,0.0244499,0.0631394,-0.0198808,-0.0724042,-0.0004702,-0.0359302
Pyridoxal,0.1068062,0.0258452,0.064139,-0.0051161,0.0027539,-0.0156037,0.0874824,0.08928,0.0705539,0.091184,-0.0092773,0.0070313,-0.0174867,-0.0276989,-0.0366785,-0.0562422,0.0534214,-0.0728906,0.0898297,0.2076508,0.2415274,-0.0413969,0.0167421,-0.0167772,-0.1705753,0.007648,0.0220255,0.0398315,0.0262285,-0.00754,0.0076144,0.003655,0.0068921,-0.0062303,-0.0252748,-0.0314908,-0.0156925,0.027111,0.0026317,-0.0643751,0.040924,0.0529586,-0.0081152,0.0395283,0.0460204,0.0169313,0.042175,0.0081596,0.0215784,-0.000782,0.0189543,0.0511684,0.0589354,0.084239,0.0228968,0.2526874,0.3058472,0.142332,-0.0032744,-0.0028045,1,0.9153525,0.9045519,0.3238959,0.0976216,0.3724603,0.016109,0.1298604,0.015894,0.053862,0.0427282,-0.0569217,-0.0061766,-0.2169437,-0.1251495,0.0821537,0.0976675,0.0325368,-0.0157955,-0.0408635,0.0647219,0.0759838,-0.1834688,0.216984,0.1620968,0.0621317,0.0245916,0.0905039,0.0083119,0.067558,0.0183625,0.0260658,0.0204336,0.0182377,0.0917733,0.0226137,0.0312704,0.1145005,0.0241198,-0.0265057,-0.0654285,0.0912318,0.0744485,0.1275709,0.0188766,0.0809815,0.0904925,0.0941233,0.0155206,0.0146326,0.0003982,0.0993869,-0.0119914,0.2378335,-0.004545,0.2256003,0.0657153,0.0112219,-0.0066546,-0.0484333,0.0264765,0.0874355,0.0006289,-0.0123037,-0.0959455,0.0260336,0.0388211,0.0215238,-0.029394,0.0145776,0.0276037,0.0283766,-0.031719,0.030887
Pyridoxal 5-phosphate ,0.0916302,0.0135889,0.0500663,0.0240336,0.0326795,0.0170877,0.0943289,0.0899214,0.1048357,0.0794538,0.0234773,0.0426316,0.0123491,0.0027225,-0.0449387,-0.0781729,0.0791224,-0.0288461,0.1198141,0.2564642,0.2849503,-0.0714382,0.0764307,0.0204817,-0.2100174,0.0431448,0.0631683,0.051234,0.0740298,0.0204272,0.0290093,0.0317554,0.0159844,0.0197521,-0.0013471,-0.0118566,0.0229972,0.0484599,0.0434246,-0.0446096,0.0758677,0.1244919,-0.0254383,0.1150603,0.0910309,0.0578729,0.0961018,0.0410719,0.0644746,0.0251596,0.0557654,0.0805193,0.0156683,0.0752856,-0.0276637,0.3044101,0.257626,0.1420904,0.0114182,0.0023629,0.9153525,1,0.8963804,0.3235805,0.1162618,0.4405505,-0.0000761,0.1072648,0.0229844,0.0389255,0.0991036,-0.101164,-0.0165796,-0.2758482,-0.1859009,0.0846643,0.0673833,0.0144474,-0.0275792,-0.0259664,0.0525242,0.0495865,-0.2490567,0.1611504,0.1764454,0.0394913,-0.0148649,0.1846021,0.0833515,0.0611799,0.0113048,-0.0183606,0.0051008,0.0237613,0.1213571,-0.0129535,0.0011092,0.1119639,-0.007266,-0.0414826,-0.0655403,0.0708113,0.0966532,0.1494399,0.0403571,-0.0057763,0.0323587,0.0862822,0.0211962,0.0301737,-0.0331758,0.0126235,-0.0043293,0.2119428,-0.0154241,0.1984935,0.0687625,-0.0392371,-0.0318962,-0.022477,0.0270049,0.0883559,0.0487026,0.0150069,-0.1088688,0.0307652,0.0163682,0.0459856,-0.0621495,-0.0123564,0.0038253,0.0400114,-0.055959,0.0148155
Pyridoxic acid,0.116252,0.0094437,0.0579175,0.035928,-0.0053672,0.0298765,0.1332977,0.138139,0.1305145,0.0931231,0.0485058,0.0524067,0.0182763,0.0109392,-0.0764653,-0.0865118,-0.0103746,-0.0044203,0.0834551,0.2935096,0.332091,-0.0081953,0.060131,-0.0728163,-0.2399299,-0.0288982,0.0246121,0.0050302,0.0207736,-0.0365388,-0.0039299,-0.0096424,0.0389589,0.0266284,-0.0398306,-0.0326501,-0.0199441,0.0265375,0.0091731,-0.038902,0.0655066,0.0763633,0.0216355,0.06363,0.0857685,0.0154673,0.0815303,0.0000493,0.0216718,-0.0277995,0.0204872,0.0230304,-0.0135372,0.0526065,-0.0393232,0.222599,0.3208905,0.1165751,-0.0431251,0.0320817,0.9045519,0.8963804,1,0.3734096,0.1489748,0.4552309,-0.0454443,0.145153,0.0185368,0.0868621,0.0263592,-0.0106951,-0.0296192,-0.2487253,-0.2010879,0.0600794,0.1302846,0.0247922,-0.0532901,-0.0920385,0.0641444,0.065111,-0.147882,0.1906027,0.2525121,0.0942951,0.0681243,0.0793585,0.0693577,0.1215772,0.0867468,0.0006503,-0.0034775,0.0165758,0.0692292,-0.032224,0.0055003,0.1422376,0.0792204,-0.0562096,-0.0980762,0.0706881,0.0660343,0.1098544,0.004441,0.054775,0.0244655,0.0750044,0.044907,0.0444248,0.0261494,0.0591842,0.0167939,0.2912942,0.0532471,0.2773588,0.1272356,0.0223282,-0.0214718,-0.0673702,-0.030966,0.0190137,0.0089542,0.0018334,-0.1209187,-0.0270949,0.0347468,0.054217,-0.0658103,-0.0005397,-0.0287621,0.0105509,-0.068326,-0.0163938
